PHÂN LOẠI VIDEO,THÔNG TIN TRÍCH XUẤT THEO LOẠI,THÔNG TIN CHUNG,row_index,THÔNG TIN TRÍCH XUẤT,phan_loai_video,thong_tin_theo_loai,thong_tin_chung,loại_video,thông_tin_loại,thông_tin_chung,thong_tin_video,REVIEW ĐỒ ĂN,NẤU ĂN,MUKBANG,KHÁC,thông_tin_chi_tiet,thong_tin_trich_xuat,thong_tin_review_do_an,thong_tin_loai,error,PHAN_LOAI_VIDEO,THONG_TIN_THEO_LOAI,THONG_TIN_CHUNG,THÔNG TIN BỔ SUNG,thong_tin_khac,video_type,category_info,general_info,PHÂN LOẠI VIDEO (dự phòng - nội dung chính khác với phân loại),THÔNG TIN TRÍCH XUẤT THEO LOẠI (dự phòng - nội dung chính khác với phân loại),THÔNG TIN KHÁC,loai_video,OUTPUT_FORMAT,Lý do phân loại Review đồ ăn,Lý do chọn 'ngoài đường' làm địa điểm,Lưu ý về 'tên_quán',review_info,nau_an_info,mukbang_info,khac_info,THONG_TIN_TRICH_XUAT,Phân loại video,Thông tin trích xuất,Thông tin chung,thông_tin_trích_xuất,message,extracted_info,common_info,phân_loại_video,thông_tin_theo_loại,phan_tich_them,thong_tin_nau_an,thong_tin_mukbang,thong_tin,LƯU Ý,thông_tin_chi_tiết,ghi_chu,1. PHÂN LOẠI VIDEO,2. THÔNG TIN TRÍCH XUẤT THEO LOẠI,3. THÔNG TIN CHUNG
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'mực lá đại dương nướng ôm hải sản', 'món_phụ': 'hải sản', 'nguyên_liệu': ['mực lá đại dương', 'hải sản tùy thích', 'sốt cay', 'sốt nướng tự pha'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '239 cành/ký, 4kg', 'tên_quán': 'Thái nhà biển', 'giờ_hoạt_động': None, 'số_người': None}",740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['gà dán', 'gà sốt cay', 'cánh gà'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh da trứng cuộn kem tươi chà bông', 'bánh diêm mạch cuộn kem trứng chà bông'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukbang,"{'MUKBANG': {'món_chính': ['Mayonnaise', 'cơm trộn mayonnaise'], 'số_người': 1, 'đánh_giá': 'trung lập'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 1}",743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'cua nâu anh quốc sốt cay', 'món_phụ': 'nước chấm', 'nguyên_liệu': ['cua nâu anh quốc', 'sốt cay', 'nước chấm'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '1 củ rưỡi (1.5 triệu) cho combo 6 con cua', 'tên_quán': 'thái nhà biển', 'giờ_hoạt_động': None, 'số_người': None}",744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,745,,Review đồ ăn,"{'review_do_an': {'mon_chinh': ['mì cay vian'], 'dia_diem': [], 'danh_gia': 'tiêu cực'}}","{'gia_ca': '93 cành (93,000 VND) cho 6 gói mì', 'ten_quan': 'mì cay vian (thương hiệu mì gói)', 'gio_hoat_dong': [], 'so_nguoi': '2'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,746,,Khác,"{'chu_de': 'Chào hỏi', 'tu_khoa': ['chào hỏi', 'mở đầu', 'video'], 'tom_tat': 'Video bắt đầu bằng lời chào.'}",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh trung thu không nhân', 'vỏ bánh trung thu'], 'địa_điểm': [], 'đánh_giá': ['tiêu cực', 'trung lập']}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['phở bò'], 'địa_điểm': ['Hà Nội', 'Đội Cấn'], 'đánh_giá': 'trung lập'}}","{'tên_quán': ['Phở Phú', 'Phở bò làng'], 'giờ_hoạt_động': '6:30 - 9:30 sáng', 'giá_cả': None, 'số_người': None}",748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['cơm cháy'], 'địa_điểm': ['Tân Phú'], 'đánh_giá': 'tích cực'}}","{'giá_cả': {'phần đặc biệt 2 người': '95 cành', 'thêm rau': '10 cành'}, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 2}",749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh mì hoàng lan'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,751,,Review đồ ăn,"{'review_do_an': {'mon_chinh': ['tôm', 'tôm hùm'], 'dia_diem': [], 'danh_gia': ['tích cực']}}","{'gia_ca': [], 'ten_quan': [], 'gio_hoat_dong': [], 'so_nguoi': []}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['sô cô la dubai'], 'địa_điểm': ['Dubai'], 'đánh_giá': 'tiêu cực'}}",{'giá_cả': '160k'},752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['thịt luộc', 'cà phê lau ra'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}",{'tên_quán': ['lau ra của chị nhật kim anh']},753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Lỗi tệp âm thanh', 'từ_khóa': ['không có đoạn ghi âm', 'tệp âm thanh', 'lỗi âm thanh', 'không có audio'], 'tóm_tắt': 'Transcript này thông báo rằng không có đoạn ghi âm nào được tìm thấy trong tệp âm thanh đã cung cấp, cho thấy có thể có lỗi hoặc tệp không chứa nội dung âm thanh.'}}",{},754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,755,,Review đồ ăn,,"{'gia_ca': '290.000 VND/con', 'ten_quan': 'Bác Hai Dơi', 'gio_hoat_dong': None, 'so_nguoi': '3+'}",,,,,,,,,,"{'review_do_an': {'mon_chinh': ['gà ủ muối'], 'dia_diem': ['Sài Gòn'], 'danh_gia': 'tích cực'}, 'nau_an': None, 'mukbang': None, 'khac': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Đón người thân từ sân bay và giới thiệu sản phẩm sức khỏe', 'từ_khóa': ['đón người thân', 'sân bay', 'sản phẩm sức khỏe', 'đông trùng hạ thảo', 'tinh dầu thông đỏ'], 'tóm_tắt': 'Video ghi lại hành trình đón bà nội và ba từ sân bay sau chuyến bay dài về Việt Nam, đồng thời giới thiệu các sản phẩm sức khỏe như đông trùng hạ thảo và tinh dầu thông đỏ được mua làm quà và sử dụng cho người lớn tuổi trong gia đình.'}}","{'giá_cả': None, 'tên_quán': 'Min Su Shop (shop bán sản phẩm sức khỏe)', 'giờ_hoạt_động': None, 'số_người': None}",756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'bún bò nam bộ', 'món_phụ': 'rau sống', 'nguyên_liệu': ['rau sống', 'nước mắm', 'bún'], 'đánh_giá': 'tích cực'}}",{'số_người': 2},757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['top mỡ riêu mắm tỏi', 'top mỡ liền bì'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': 'hơn 100.000 - hơn 200.000 VNĐ/túi 500g (giá khuyến nghị khoảng hơn 100.000 VNĐ)', 'tên_quán': 'Thiên An Food', 'giờ_hoạt_động': [], 'số_người': []}",758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['tiramisu'], 'địa_điểm': [], 'đánh_giá': ['Đánh giá so sánh 3 thương hiệu tiramisu: Fromee (7 điểm): kem mịn, nhiều kem, vị kem mochi, không đặc biệt, dễ chịu; Renesip (8.5 điểm, sau đó nâng lên 10 điểm và top 1): ấn tượng, mùi rượu đậm, bánh mềm mịn, ngon, đánh thức cảm xúc; The 350F (6.5 điểm): nhiều bánh, mềm, béo, ngọt thanh nhưng hơi ngọt quá, kết cấu lỏng bỏng, giống kem hơn bánh.']}}","{'giá_cả': ['Fromee: 160', 'Renesip: 169', 'The 350F: 175'], 'tên_quán': ['Fromee', 'Renesip', 'The 350F'], 'giờ_hoạt_động': [], 'số_người': ['1']}",759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Gọi món ăn vặt', 'từ_khóa': ['辣條 (lạt điều)', '小麻蟹 (tiểu ma giải)', '糖 (đường)', '小草 (tiểu thảo)', '老闆 (lão bản)'], 'tóm_tắt': ""Người nói đang gọi các món ăn vặt như lạt điều, tiểu ma giải, kẹo đường và 'tiểu thảo' từ người bán hàng (lão bản).""}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",761,,,,,,,,,"{'món_chính': ['thịt kho heo peppa', 'cà phê laora'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}","{'món_chính': [], 'món_phụ': [], 'nguyên_liệu': [], 'đánh_giá': []}","{'món_chính': [], 'số_người': [], 'đánh_giá': []}","{'chủ_đề': [], 'từ_khóa': [], 'tóm_tắt': []}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'Trứng cá biển', 'món_phụ': None, 'nguyên_liệu': ['Trứng cá', 'Sả'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '200 cành/3kg trứng cá (200.000 VNĐ/3kg)', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': ['2-3']}",763,"{'REVIEW ĐỒ ĂN': {'món_chính': [], 'địa_điểm': [], 'đánh_giá': ['trung lập']}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['tủy', 'sườn bò'], 'địa_điểm': [], 'đánh_giá': 'tiêu cực'}}","{'giá_cả': [], 'tên_quán': 'hàng sườn bò', 'giờ_hoạt_động': [], 'số_người': []}",764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['cá hồi nấu măng cua', 'cà ri tôm'], 'món_phụ': ['tôm hấp', 'ghẹ hấp', 'cá đuối', 'bánh', 'thịt lợn', 'hột vịt muối', 'trà sữa (khách mang đến)'], 'nguyên_liệu': ['cá hồi', 'măng cua', 'hành', 'tỏi', 'gia vị', 'tôm'], 'đánh_giá': 'tích cực'}}",{'số_người': 'nhóm khách'},765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,766,,Review đồ ăn,,"{'giá_cả': ['phở tái chín: 50 cành'], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",,,,,,,,,,,"{'món_chính': ['phở tái chín', 'bánh cuốn'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,767,,Khác,,"{'gia_ca': {'ly_da': 2000, 'nuoc_uong_len_men': 7000}}",,,,,,,,,,"{'chu_de': 'Giá cả đồ uống', 'tu_khoa': ['milk tea', 'giá', '9000', 'đồ uống', 'white milk tea'], 'tom_tat': 'Video ngắn giới thiệu về các loại đồ uống có thể mua được với 9000 VND, đặc biệt nhấn mạnh đến milk tea trắng.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': 'lạp xưởng khởi bách hưng', 'địa_điểm': None, 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': 'lạp xưởng khởi bách hưng (tên sản phẩm)', 'giờ_hoạt_động': None, 'số_người': 1}",768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'mua đồ ăn vặt', 'từ_khóa': ['đồ ăn vặt', 'mua bán', 'trẻ em', 'quán hàng', 'ông chủ'], 'tóm_tắt': 'Đoạn hội thoại mua đồ ăn vặt giữa trẻ em và chủ quán, bao gồm mì cay, hạt dưa, bánh gato, kẹo mút, ốc nhỏ.'}}","{'giá_cả': 'một hào/món', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': '2+'}",769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh mì thịt nướng'], 'địa_điểm': ['Đức Trọng', 'Lâm Đồng'], 'đánh_giá': 'tích cực'}, 'KHÁC': {'chủ_đề': 'quảng cáo cà phê sức khỏe', 'từ_khóa': ['cà phê sức khỏe', 'nấm linh chi', 'đông trùng hạ thảo', 'Lâu Ra', 'Nhật Kim Anh'], 'tóm_tắt': 'Người nói giới thiệu cà phê sức khỏe Lâu Ra của Nhật Kim Anh, ca ngợi lợi ích sức khỏe và sự tỉnh táo.'}}",{'tên_quán': 'bánh mì thịt nướng thảo huyền'},770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Bữa ăn hàng ngày của cặp đôi', 'từ_khóa': ['bánh mì', 'cặp đôi', 'bữa ăn', 'hạnh phúc', 'đời thường'], 'tóm_tắt': 'Đoạn video ghi lại cảnh một cặp đôi cùng nhau ăn bánh mì. Người nam mua bánh mì về cho người nữ và cả hai cùng nhau thưởng thức bữa ăn một cách hạnh phúc và giản dị.'}}","{'giá_cả': None, 'tên_quán': 'bánh mì yêu em', 'giờ_hoạt_động': None, 'số_người': 2}",771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'bánh canh ghẹ', 'món_phụ': 'tôm', 'nguyên_liệu': ['ghẹ', 'tôm', 'bánh canh bột gạo', 'dầu điều', 'tỏi', 'hành tím', 'nấm rơm', 'hạt nêm', 'nước mắm', 'đường'], 'đánh_giá': 'tích cực'}}",{'số_người': 2},772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': '45 xoài', 'tên_quán': 'Bún bò Cậu Hai', 'giờ_hoạt_động': 'Không rõ', 'số_người': 1}",773,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bún bò', 'bún bò sa tế khô'], 'địa_điểm': 'Không rõ', 'đánh_giá': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['kẹo sáp hình con cú'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}",{},774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'bánh trung thu nhân thập cẩm', 'món_phụ': 'canh kim chi', 'nguyên_liệu': ['bột mì', 'đường', 'lòng đỏ trứng gà', 'dầu ăn', 'bột dẻo', 'nước', 'nhân thập cẩm'], 'đánh_giá': 'tích cực (nhấn mạnh quá trình làm bánh tốn sức nhưng thành phẩm ngon và đáng giá)'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 'gia đình (nhiều thành viên tham gia)'}",775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh mặn sandwich', 'sa tế chà bông', 'chà bông thái lan', 'sa tế thái lan', 'bánh mặn sandwich việt nam'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': ['chà bông thái lan: 260 ngàn/bịch', 'sa tế: một trăm mấy chục ngàn/hũ'], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,777,,Khác,"{'REVIEW ĐỒ ĂN': None, 'NẤU ĂN': None, 'MUKBANG': None, 'KHÁC': {'chu_de': 'Không có nội dung', 'tu_khoa': ['không có nội dung'], 'tom_tat': 'Transcript video không có nội dung.'}}",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['hoa quả rầm thập cẩm'], 'địa_điểm': ['25 Thái Phiên'], 'đánh_giá': 'tích cực'}}","{'giá_cả': ['6.000 VND/lạng con (dưa hoa quả)', '20.000 VND (hơn ba lạng)', 'Giá có thể về 5.000 VND hoặc 6.000 VND/lạng'], 'tên_quán': 'Quán hoa quả rầm ở 25 Thái Phiên (không tên cụ thể)', 'giờ_hoạt_động': None, 'số_người': None}",778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'bánh xèo', 'món_phụ': 'nước mắm', 'nguyên_liệu': ['củ hủ dừa', 'tép', 'cà rốt đỏ', 'đậu xanh', 'tỏi', 'muối', 'đường', 'bột ngọt', 'hạt nêm', 'dầu ăn', 'bột bánh xèo'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 'gia đình'}",779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh takosen bay', 'món ăn nói chung'], 'địa_điểm': ['Không rõ'], 'đánh_giá': ['trung lập (thảo luận về vai trò review), tiêu cực (về trải nghiệm ban đầu với takosen bay)']}}","{'giá_cả': 'Không rõ', 'tên_quán': ['Takosen Bay', 'Quán Cơm Ngọc Diệp'], 'giờ_hoạt_động': 'Không rõ', 'số_người': '1 (người review)'}",780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Quy trình sản xuất bim bim', 'từ_khóa': ['quy trình sản xuất', 'bim bim', 'bà tuyết', 'vị tê cay', '20 tháng 8 năm 2024'], 'tóm_tắt': 'Video giới thiệu quy trình sản xuất bim bim của bà Tuyết, từ các bước làm bột đến đóng gói, và hé lộ về sản phẩm mới vị tê cay sẽ ra mắt vào ngày 20 tháng 8 năm 2024.'}}","{'tên_quán': 'bà tuyết', 'món_chính': ['bi bim', 'đùi gà vị mới (đề cập)'], 'ngày_ra_mắt_sản_phẩm_mới': '20 tháng 8 năm 2024', 'vị_mới': 'tê cay'}",781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['trứng cá ngát hấp sả'], 'món_phụ': ['muối ớt'], 'nguyên_liệu': ['trứng cá ngát', 'sả', 'gia vị', 'muối ớt'], 'đánh_giá': 'tích cực'}}","{'giá_cả': ['100.000 VND/kg trứng cá ngát'], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Tình yêu và sự gắn kết', 'từ_khóa': ['tình yêu', 'gắn kết', 'mắc kẹt', 'keo', 'cảm xúc'], 'tóm_tắt': 'Bài hát diễn tả cảm xúc yêu sâu đậm, ví như bị dính chặt bởi keo, thể hiện sự lo lắng khi tìm kiếm tình yêu và niềm hạnh phúc khi tìm thấy.'}}",{},783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['mì hảo hảo tôm chua cay', 'mì hảo hảo gà vàng tori chicken', 'mì hảo hảo lẩu kim chi hàn quốc', 'mì hảo hảo tôm xào chua ngọt', 'mì hảo hảo tôm hành', 'mì hảo hảo hải sản đậm vị việt', 'mì hảo hảo mì chay rau nấm', 'mì hảo hảo sườn heo tỏi phi', 'mì hảo hảo sa tế hành tím', 'mì hảo 100 tôm chua cay'], 'địa_điểm': 'N/A', 'đánh_giá': [{'món': 'mì hảo hảo tôm chua cay', 'điểm': '7', 'nhận_xét': 'tiêu chuẩn, cơ bản, đơn giản, hơi chua, chả cay'}, {'món': 'mì hảo hảo gà vàng tori chicken', 'điểm': '7', 'nhận_xét': 'thanh tao nhẹ nhàng, tự nhiên hơn, chưa ra vị gà rõ, chọn hơn gói hồng'}, {'món': 'mì hảo hảo lẩu kim chi hàn quốc', 'điểm': '6.5', 'nhận_xét': 'hơi kỳ, hương kim chi nhẹ đầu lưỡi rồi biến mất, mùi kim chi hăng hắc hóa học, yếu tố không ngon của kim chi'}, {'món': 'mì hảo hảo tôm xào chua ngọt', 'điểm': '8.5', 'nhận_xét': 'rất ngon, đậm vừa phải, không mặn, chua chanh, hài hòa, phức tạp, thay phở'}, {'món': 'mì hảo hảo tôm hành', 'điểm': '7', 'nhận_xét': 'bình thường, vị mặn, hành phi rõ, bùi ngậy, thua gói xanh lá (tôm xào chua ngọt)'}, {'món': 'mì hảo hảo hải sản đậm vị việt', 'điểm': '7.5', 'nhận_xét': 'hải sản hương liệu, mùi mực, nhớ cốc mô đen đỏ'}, {'món': 'mì hảo hảo mì chay rau nấm', 'điểm': '6', 'nhận_xét': 'tầm thường, mùi mì chính, gỡ gạc vì mì chay'}, {'món': 'mì hảo hảo sườn heo tỏi phi', 'điểm': '7', 'nhận_xét': 'ổn, bùi tỏi, vài giây đầu có mùi, thơm ngon hơn cơ bản, không khác biệt nhiều'}, {'món': 'mì hảo hảo sa tế hành tím', 'điểm': '6.5', 'nhận_xét': 'hơi cay nhẹ, chả thấy mùi gì'}, {'món': 'mì hảo 100 tôm chua cay', 'điểm': '7', 'nhận_xét': 'chả khác gì, thay bao bì marketing'}], 'đánh_giá_chung': 'tổng thể mit cảm giác, hương vị có vẻ thấp hơn Omachi, tiền nào của nấy, ăn được, ăn ít thôi'}}","{'giá_cả': '79.200 đồng (tổng 10 gói), dưới 6.000đ/gói', 'tên_quán': 'Hảo Hảo (thương hiệu mì)', 'giờ_hoạt_động': 'N/A', 'số_người': '1'}",784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['hủ tiếu nam vang nước', 'hủ tiếu mì sườn sụn', 'hủ tiếu nam vang khô', 'hủ tiếu bò viên', 'cà phê sữa tươi', 'trà đào'], 'địa_điểm': ['câu phú'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '38000đ/tô hủ tiếu', 'tên_quán': None, 'giờ_hoạt_động': 'buổi sáng', 'số_người': '2+'}",785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['sốt vang gầu giòn', 'tái lăn gầu', 'phở sốt vang gầu giòn'], 'địa_điểm': ['Hà Nội'], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': 'phở nhớ', 'giờ_hoạt_động': [], 'số_người': []}",786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'kho quẹt', 'món_phụ': 'tom mỡ (ăn kèm)', 'nguyên_liệu': ['mỡ', 'đường'], 'đánh_giá': 'tích cực'}}",{},787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh mì bơ cốm', 'bánh mì huỳnh hoa', 'bánh mì bà huynh'], 'địa_điểm': ['Sài Gòn'], 'đánh_giá': 'trung lập'}}","{'giá_cả': {'bánh mì bơ cốm': 73, 'bánh mì huỳnh hoa': 68, 'bánh mì bà huynh': 64}, 'tên_quán': ['Bơ Cốm', 'Huỳnh Hoa', 'Bà Huynh'], 'giờ_hoạt_động': None, 'số_người': 1}",788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
